Year,Round,Day,Date,Time,Home,H_PTS,Away,A_PTS,Referee/s,Stadium,Crowd,date_time,HomeWin,SOO,Home_w_percent,Away_w_percent,Period
2010,Round 13,Fri,Jun-4,7:35pm,Parramatta,24,Melbourne,10,"T. Archer, G. Sutton",Parramatta,7572,2010-06-04 19:35:00,1.0,True,0.45454545454545453,0.7272727272727273,Origin
2010,Round 13,Sat,Jun-5,5:30pm,Penrith,28,Newcastle,10,"J. Robinson, B. Suttor",CUA Stadium,10969,2010-06-05 17:30:00,1.0,True,0.6363636363636364,0.36363636363636365,Origin
2010,Round 13,Sat,Jun-5,7:30pm,Sydney,18,Cronulla,42,"B. Cummins, T. De Las Heras",SFS,7934,2010-06-05 19:30:00,0.0,True,0.5454545454545454,0.2727272727272727,Origin
2010,Round 13,Sun,Jun-6,2:00pm,Canberra,28,Gold Coast Titans,24,"G. Badger, P. Haines",Canberra Stadium,10425,2010-06-06 14:00:00,1.0,True,0.4,0.6363636363636364,Origin
2010,Round 13,Sun,Jun-6,3:00pm,Manly Warringah,6,Brisbane,22,"J. Maxwell, C. James",Brookvale,11316,2010-06-06 15:00:00,0.0,True,0.6363636363636364,0.45454545454545453,Origin
2010,Round 13,Sun,Jun-6,2:00pm,Warriors,20,St George Illawarra,22,"A. Klein, B. Sutton",Mt Smart,8312,2010-06-06 14:00:00,0.0,True,0.45454545454545453,0.75,Origin
2010,Round 13,Mon,Jun-7,7:00pm,South Sydney,32,North Queensland,4,"S. Lyons, M. Cecchin",ANZ,9688,2010-06-07 19:00:00,1.0,True,0.5454545454545454,0.2727272727272727,Origin
2010,Round 14,Fri,Jun-11,7:30pm,Gold Coast Titans,28,Manly Warringah,14,"G. Badger, B. Cummins",Skilled Park,17508,2010-06-11 19:30:00,1.0,True,0.5833333333333334,0.5833333333333334,Origin
2010,Round 14,Sat,Jun-12,7:30pm,North Queensland,16,Canberra,8,"M. Cecchin, G. Sutton",Dairy Farmers,12058,2010-06-12 19:30:00,1.0,True,0.25,0.45454545454545453,Origin
2010,Round 14,Sun,Jun-13,3:00pm,Brisbane,50,South Sydney,22,"J. Maxwell, B. Suttor",Suncorp,30311,2010-06-13 15:00:00,1.0,True,0.5,0.5833333333333334,Origin
2010,Round 14,Sun,Jun-13,2:00pm,Newcastle,24,Warriors,32,"S. Lyons, T. De Las Heras",EnergyAustralia,10535,2010-06-13 14:00:00,0.0,True,0.3333333333333333,0.4166666666666667,Origin
2010,Round 14,Mon,Jun-14,7:00pm,Melbourne,6,Sydney,38,"A. Klein, B. Sutton",AAMI Park,10449,2010-06-14 19:00:00,0.0,True,0.6666666666666666,0.5,Origin
2010,Round 15,Fri,Jun-18,7:00pm,Brisbane,12,Penrith,22,"G. Badger, B. Suttor",Suncorp,42233,2010-06-18 19:00:00,0.0,True,0.5384615384615384,0.6666666666666666,Origin
2010,Round 15,Fri,Jun-18,8:45pm,Canterbury,24,Gold Coast Titans,25,"S. Lyons, T. De Las Heras",Suncorp,42233,2010-06-18 20:45:00,0.0,True,0.25,0.6153846153846154,Origin
2010,Round 15,Sat,Jun-19,7:30pm,Manly Warringah,26,South Sydney,25,"S. Hayne, J. Robinson",Brookvale,11661,2010-06-19 19:30:00,1.0,True,0.5384615384615384,0.5384615384615384,Origin
2010,Round 15,Sat,Jun-19,5:30pm,Melbourne,58,North Queensland,12,"B. Cummins, B. Sutton",AAMI Park,10661,2010-06-19 17:30:00,1.0,True,0.6153846153846154,0.3076923076923077,Origin
2010,Round 15,Sun,Jun-20,2:00pm,Cronulla,4,St George Illawarra,22,"T. Archer, A. Shortall",Toyota,16773,2010-06-20 14:00:00,0.0,True,0.3333333333333333,0.7692307692307693,Origin
2010,Round 15,Sun,Jun-20,3:00pm,Wests Tigers,18,Canberra,8,"J. Maxwell, A. Klein",Leichhardt,19428,2010-06-20 15:00:00,1.0,True,0.5833333333333334,0.4166666666666667,Origin
2010,Round 15,Mon,Jun-21,7:00pm,Newcastle,6,Parramatta,4,"M. Cecchin, G. Badger",EnergyAustralia,8474,2010-06-21 19:00:00,1.0,True,0.3076923076923077,0.5,Origin
2010,Round 16,Fri,Jun-25,7:35pm,Penrith,40,Manly Warringah,22,"T. Archer, T. De Las Heras",CUA Stadium,14978,2010-06-25 19:35:00,1.0,True,0.6923076923076923,0.5714285714285714,Origin
2010,Round 16,Fri,Jun-25,7:35pm,St George Illawarra,34,Wests Tigers,10,"S. Hayne, J. Robinson",WIN Jubilee,16574,2010-06-25 19:35:00,1.0,True,0.7857142857142857,0.6153846153846154,Origin
2010,Round 16,Sat,Jun-26,7:30pm,North Queensland,19,Cronulla,20,"G. Badger, B. Suttor",Dairy Farmers,13063,2010-06-26 19:30:00,0.0,True,0.2857142857142857,0.3076923076923077,Origin
2010,Round 16,Sat,Jun-26,5:30pm,Parramatta,6,Brisbane,10,"J. Maxwell, P. Haines",Parramatta,15929,2010-06-26 17:30:00,0.0,True,0.46153846153846156,0.5,Origin
2010,Round 16,Sat,Jun-26,7:30pm,South Sydney,16,Melbourne,14,"A. Klein, M. Cecchin",ME Bank,13164,2010-06-26 19:30:00,1.0,True,0.5,0.6428571428571429,Origin
2010,Round 16,Sun,Jun-27,3:00pm,Gold Coast Titans,16,Newcastle,24,"S. Lyons, A. Shortall",Skilled Park,13396,2010-06-27 15:00:00,0.0,True,0.6428571428571429,0.35714285714285715,Origin
2010,Round 16,Sun,Jun-27,4:00pm,Sydney,18,Warriors,20,"B. Cummins, G. Sutton",AMI Stadium,20721,2010-06-27 16:00:00,0.0,True,0.5384615384615384,0.46153846153846156,Origin
2010,Round 16,Mon,Jun-28,7:00pm,Canberra,10,Canterbury,18,"S. Hayne, C. James",Canberra Stadium,11194,2010-06-28 19:00:00,0.0,True,0.38461538461538464,0.23076923076923078,Origin
2010,Round 17,Fri,Jul-2,7:35pm,Brisbane,14,Wests Tigers,16,"B. Cummins, M. Cecchin",Suncorp,30127,2010-07-02 19:35:00,0.0,True,0.5333333333333333,0.5714285714285714,Origin
2010,Round 17,Sat,Jul-3,7:30pm,Cronulla,12,Canterbury,24,"J. Robinson, A. Shortall",Central Coast,9826,2010-07-03 19:30:00,0.0,True,0.35714285714285715,0.2857142857142857,Origin
2010,Round 17,Sun,Jul-4,2:00pm,Canberra,12,Sydney,22,"B. Cummins, T. De Las Heras",Canberra Stadium,10767,2010-07-04 14:00:00,0.0,True,0.35714285714285715,0.5,Origin
2010,Round 17,Sun,Jul-4,4:00pm,Warriors,35,Parramatta,6,"G. Badger, A. Klein",Mt Smart,9912,2010-07-04 16:00:00,1.0,True,0.5,0.42857142857142855,Origin
2010,Round 17,Mon,Jul-5,7:00pm,St George Illawarra,8,Penrith,12,"J. Maxwell, B. Suttor",WIN Jubilee,12974,2010-07-05 19:00:00,0.0,True,0.8,0.7142857142857143,Origin
2010,Round 18,Fri,Jul-9,7:35pm,Sydney,18,South Sydney,14,"J. Robinson, A. Shortall",SFS,18424,2010-07-09 19:35:00,1.0,True,0.5333333333333333,0.5333333333333333,Origin
2010,Round 18,Fri,Jul-9,7:35pm,Wests Tigers,15,Gold Coast Titans,14,"G. Badger, A. Klein",Campbelltown,14050,2010-07-09 19:35:00,1.0,True,0.6,0.6,Origin
2010,Round 18,Sat,Jul-10,7:00pm,Canterbury,20,Melbourne,18,"M. Cecchin, T. De Las Heras",Adelaide,10350,2010-07-10 19:00:00,1.0,True,0.3333333333333333,0.6,Origin
2010,Round 18,Sat,Jul-10,5:30pm,Manly Warringah,22,Canberra,24,"B. Cummins, B. Suttor",Brookvale,10027,2010-07-10 17:30:00,0.0,True,0.5333333333333333,0.3333333333333333,Origin
2010,Round 18,Sun,Jul-11,2:00pm,Newcastle,21,Cronulla,10,"T. Archer, G. Sutton",EnergyAustralia,12909,2010-07-11 14:00:00,1.0,True,0.4,0.3333333333333333,Origin
2010,Round 18,Sun,Jul-11,3:00pm,Penrith,6,Warriors,12,"S. Hayne, C. James",CUA Stadium,9983,2010-07-11 15:00:00,0.0,True,0.7333333333333333,0.5333333333333333,Origin
2010,Round 18,Mon,Jul-12,7:00pm,Parramatta,36,North Queensland,24,"J. Maxwell, A. Klein",Parramatta,11177,2010-07-12 19:00:00,1.0,True,0.4,0.26666666666666666,Origin
2010,Round 19,Fri,Jul-16,7:35pm,Gold Coast Titans,10,Brisbane,24,"J. Robinson, M. Cecchin",Skilled Park,26197,2010-07-16 19:35:00,0.0,False,0.5625,0.5,Post
2010,Round 19,Fri,Jul-16,7:35pm,South Sydney,13,St George Illawarra,16,"S. Hayne, C. James",ANZ,22238,2010-07-16 19:35:00,0.0,False,0.5,0.75,Post
2010,Round 19,Sat,Jul-17,7:30pm,Cronulla,18,Manly Warringah,48,"J. Maxwell, A. Shortall",Toyota,8863,2010-07-17 19:30:00,0.0,False,0.3125,0.5,Post
2010,Round 19,Sat,Jul-17,7:30pm,Penrith,28,Parramatta,34,"B. Cummins, B. Suttor",CUA Stadium,22582,2010-07-17 19:30:00,0.0,False,0.6875,0.4375,Post
2010,Round 19,Sat,Jul-17,7:30pm,Warriors,13,Melbourne,6,"S. Lyons, G. Sutton",Mt Smart,13118,2010-07-17 19:30:00,1.0,False,0.5625,0.5625,Post
2010,Round 19,Sun,Jul-18,2:00pm,Canberra,52,Newcastle,18,"J. Robinson, A. Klein",Canberra Stadium,9459,2010-07-18 14:00:00,1.0,False,0.375,0.4375,Post
2010,Round 19,Sun,Jul-18,3:00pm,Sydney,36,Canterbury,32,"G. Badger, T. De Las Heras",SFS,19129,2010-07-18 15:00:00,1.0,False,0.5625,0.375,Post
2010,Round 19,Mon,Jul-19,7:00pm,Wests Tigers,26,North Queensland,16,"S. Hayne, M. Cecchin",Leichhardt,11364,2010-07-19 19:00:00,1.0,False,0.625,0.25,Post
2010,Round 20,Fri,Jul-23,7:35pm,Canterbury,16,Parramatta,32,"T. Archer, G. Badger",ANZ,34662,2010-07-23 19:35:00,0.0,False,0.35294117647058826,0.47058823529411764,Post
2010,Round 20,Fri,Jul-23,7:35pm,St George Illawarra,10,Gold Coast Titans,11,"B. Cummins, T. De Las Heras",WIN Jubilee,12668,2010-07-23 19:35:00,0.0,False,0.7647058823529411,0.5294117647058824,Post
2010,Round 20,Sat,Jul-24,5:30pm,Canberra,20,Cronulla,13,"M. Cecchin, A. Klein",Canberra Stadium,9280,2010-07-24 17:30:00,1.0,False,0.4117647058823529,0.29411764705882354,Post
2010,Round 20,Sat,Jul-24,7:30pm,Melbourne,18,Penrith,10,"J. Robinson, B. Suttor",AAMI Park,11212,2010-07-24 19:30:00,1.0,False,0.5294117647058824,0.6470588235294118,Post
2010,Round 20,Sat,Jul-24,7:30pm,North Queensland,28,Newcastle,24,"S. Lyons, C. James",Dairy Farmers,12146,2010-07-24 19:30:00,1.0,False,0.23529411764705882,0.4117647058823529,Post
2010,Round 20,Sun,Jul-25,3:00pm,Manly Warringah,38,Wests Tigers,20,"S. Hayne, G. Sutton",Central Coast,20059,2010-07-25 15:00:00,1.0,False,0.5294117647058824,0.6470588235294118,Post
2010,Round 20,Sun,Jul-25,2:00pm,South Sydney,38,Warriors,28,"G. Badger, T. De Las Heras",ANZ,13895,2010-07-25 14:00:00,1.0,False,0.47058823529411764,0.5882352941176471,Post
2010,Round 20,Mon,Jul-26,7:00pm,Brisbane,30,Sydney,34,"T. Archer, A. Shortall",Suncorp,26486,2010-07-26 19:00:00,0.0,False,0.5294117647058824,0.5882352941176471,Post
2010,Round 21,Fri,Jul-30,7:35pm,Canterbury,32,South Sydney,12,"J. Maxwell, M. Cecchin",ANZ,15312,2010-07-30 19:35:00,1.0,False,0.3333333333333333,0.5,Post
2010,Round 21,Fri,Jul-30,7:35pm,Penrith,24,North Queensland,16,"S. Lyons, T. De Las Heras",CUA Stadium,7080,2010-07-30 19:35:00,1.0,False,0.6111111111111112,0.2777777777777778,Post
2010,Round 21,Sat,Jul-31,5:30pm,Parramatta,12,Sydney,48,"S. Hayne, G. Sutton",Parramatta,19824,2010-07-31 17:30:00,0.0,False,0.5,0.6111111111111112,Post
2010,Round 21,Sat,Jul-31,7:30pm,Wests Tigers,24,Cronulla,22,"J. Robinson, B. Suttor",Leichhardt,14942,2010-07-31 19:30:00,1.0,False,0.6111111111111112,0.2777777777777778,Post
2010,Round 21,Sun,Aug-1,3:00pm,Brisbane,10,St George Illawarra,6,"A. Klein, G. Badger",Suncorp,42269,2010-08-01 15:00:00,1.0,False,0.5,0.7222222222222222,Post
2010,Round 21,Sun,Aug-1,2:00pm,Melbourne,36,Canberra,12,"B. Cummins, P. Haines",AAMI Park,9112,2010-08-01 14:00:00,1.0,False,0.5555555555555556,0.4444444444444444,Post
2010,Round 21,Sun,Aug-1,2:00pm,Warriors,20,Gold Coast Titans,28,"T. Archer, A. Shortall",Mt Smart,12017,2010-08-01 14:00:00,0.0,False,0.5555555555555556,0.5555555555555556,Post
2010,Round 21,Mon,Aug-2,7:00pm,Newcastle,32,Manly Warringah,14,"J. Maxwell, M. Cecchin",EnergyAustralia,14267,2010-08-02 19:00:00,1.0,False,0.3888888888888889,0.5555555555555556,Post
2010,Round 22,Fri,Aug-6,7:35pm,Gold Coast Titans,34,Parramatta,12,"G. Badger, T. De Las Heras",Skilled Park,19568,2010-08-06 19:35:00,1.0,False,0.5789473684210527,0.47368421052631576,Post
2010,Round 22,Fri,Aug-6,7:35pm,North Queensland,26,Brisbane,34,"B. Cummins, G. Sutton",Dairy Farmers,20148,2010-08-06 19:35:00,0.0,False,0.2631578947368421,0.5263157894736842,Post
2010,Round 22,Sat,Aug-7,7:30pm,Cronulla,10,Warriors,37,"S. Lyons, C. James",Toyota,7510,2010-08-07 19:30:00,0.0,False,0.2631578947368421,0.5263157894736842,Post
2010,Round 22,Sat,Aug-7,5:30pm,Manly Warringah,26,Melbourne,6,"M. Cecchin, B. Suttor",Brookvale,12550,2010-08-07 17:30:00,1.0,False,0.5263157894736842,0.5789473684210527,Post
2010,Round 22,Sat,Aug-7,7:30pm,South Sydney,34,Wests Tigers,30,"J. Maxwell, J. Robinson",ANZ,23298,2010-08-07 19:30:00,1.0,False,0.47368421052631576,0.631578947368421,Post
2010,Round 22,Sun,Aug-8,2:00pm,Newcastle,30,Canterbury,6,"G. Badger, A. Klein",EnergyAustralia,17316,2010-08-08 14:00:00,1.0,False,0.42105263157894735,0.3684210526315789,Post
2010,Round 22,Sun,Aug-8,3:00pm,Sydney,12,St George Illawarra,19,"T. Archer, A. Shortall",SCG,37994,2010-08-08 15:00:00,0.0,False,0.631578947368421,0.6842105263157895,Post
2010,Round 22,Mon,Aug-9,7:00pm,Canberra,30,Penrith,26,"B. Cummins, P. Haines",Canberra Stadium,8850,2010-08-09 19:00:00,1.0,False,0.42105263157894735,0.631578947368421,Post
2010,Round 23,Fri,Aug-13,7:35pm,Brisbane,14,Parramatta,30,"T. Archer, A. Shortall",Suncorp,38193,2010-08-13 19:35:00,0.0,False,0.55,0.45,Post
2010,Round 23,Fri,Aug-13,7:35pm,Cronulla,18,Sydney,12,"M. Cecchin, T. De Las Heras",Toyota,8911,2010-08-13 19:35:00,1.0,False,0.25,0.6,Post
2010,Round 23,Sat,Aug-14,7:30pm,Canterbury,14,Canberra,28,"J. Maxwell, B. Suttor",ANZ,10116,2010-08-14 19:30:00,0.0,False,0.35,0.45,Post
2010,Round 23,Sat,Aug-14,5:30pm,Gold Coast Titans,37,North Queensland,18,"J. Robinson, A. Klein",Skilled Park,14032,2010-08-14 17:30:00,1.0,False,0.6,0.25,Post
2010,Round 23,Sun,Aug-15,2:00pm,Melbourne,18,South Sydney,16,"S. Lyons, C. James",AAMI Park,9172,2010-08-15 14:00:00,1.0,False,0.55,0.5,Post
2010,Round 23,Sun,Aug-15,2:00pm,Warriors,22,Newcastle,10,"B. Cummins, G. Sutton",Mt Smart,12824,2010-08-15 14:00:00,1.0,False,0.55,0.45,Post
2010,Round 23,Sun,Aug-15,3:00pm,Wests Tigers,43,Penrith,18,"T. Archer, G. Badger",Campbelltown,17208,2010-08-15 15:00:00,1.0,False,0.6,0.6,Post
2010,Round 23,Mon,Aug-16,7:00pm,St George Illawarra,32,Manly Warringah,10,"S. Hayne, M. Cecchin",WIN Jubilee,14740,2010-08-16 19:00:00,1.0,False,0.7,0.55,Post
2010,Round 24,Fri,Aug-20,7:35pm,Newcastle,44,Brisbane,18,"B. Cummins, G. Badger",EnergyAustralia,16668,2010-08-20 19:35:00,1.0,False,0.42857142857142855,0.5238095238095238,Post
2010,Round 24,Fri,Aug-20,7:35pm,Penrith,54,South Sydney,18,"T. Archer, A. Shortall",CUA Stadium,13411,2010-08-20 19:35:00,1.0,False,0.5714285714285714,0.47619047619047616,Post
2010,Round 24,Sat,Aug-21,5:30pm,Manly Warringah,19,Warriors,16,"J. Maxwell, S. Lyons",Brookvale,13095,2010-08-21 17:30:00,1.0,False,0.5238095238095238,0.5714285714285714,Post
2010,Round 24,Sat,Aug-21,7:30pm,Melbourne,24,Cronulla,4,"A. Klein, L. Phillips",AAMI Park,8902,2010-08-21 19:30:00,1.0,False,0.5714285714285714,0.2857142857142857,Post
2010,Round 24,Sat,Aug-21,7:30pm,North Queensland,20,Canterbury,22,"J. Robinson, G. Reynolds",Dairy Farmers,11742,2010-08-21 19:30:00,0.0,False,0.23809523809523808,0.3333333333333333,Post
2010,Round 24,Sun,Aug-22,2:00pm,Canberra,32,St George Illawarra,16,"M. Cecchin, T. De Las Heras",Canberra Stadium,20445,2010-08-22 14:00:00,1.0,False,0.47619047619047616,0.7142857142857143,Post
2010,Round 24,Sun,Aug-22,3:00pm,Parramatta,18,Wests Tigers,20,"S. Hayne, B. Cummins",Parramatta,19854,2010-08-22 15:00:00,0.0,False,0.47619047619047616,0.6190476190476191,Post
2010,Round 24,Mon,Aug-23,7:00pm,Sydney,14,Gold Coast Titans,23,"G. Badger, S. Lyons",SFS,9113,2010-08-23 19:00:00,0.0,False,0.5714285714285714,0.6190476190476191,Post
2010,Round 25,Fri,Aug-27,7:35pm,South Sydney,24,Parramatta,16,"B. Cummins, M. Cecchin",ANZ,19098,2010-08-27 19:35:00,1.0,False,0.45454545454545453,0.45454545454545453,Post
2010,Round 25,Fri,Aug-27,8:00pm,Warriors,36,Brisbane,4,"J. Maxwell, T. De Las Heras",Mt Smart,21627,2010-08-27 20:00:00,1.0,False,0.5454545454545454,0.5,Post
2010,Round 25,Sat,Aug-28,7:30pm,Canberra,48,North Queensland,4,"A. Klein, B. Suttor",Canberra Stadium,11434,2010-08-28 19:30:00,1.0,False,0.5,0.22727272727272727,Post
2010,Round 25,Sat,Aug-28,5:30pm,Cronulla,30,Gold Coast Titans,16,"J. Robinson, C. James",Toyota,10116,2010-08-28 17:30:00,1.0,False,0.2727272727272727,0.6363636363636364,Post
2010,Round 25,Sat,Aug-28,7:30pm,Newcastle,18,St George Illawarra,26,"S. Hayne, G. Sutton",EnergyAustralia,23148,2010-08-28 19:30:00,0.0,False,0.45454545454545453,0.6818181818181818,Post
2010,Round 25,Sun,Aug-29,3:00pm,Sydney,30,Manly Warringah,14,"T. Archer, M. Cecchin",SFS,18962,2010-08-29 15:00:00,1.0,False,0.5454545454545454,0.5454545454545454,Post
2010,Round 25,Sun,Aug-29,2:00pm,Wests Tigers,26,Melbourne,14,"G. Badger, A. Shortall",Leichhardt,20168,2010-08-29 14:00:00,1.0,False,0.6363636363636364,0.5909090909090909,Post
2010,Round 25,Mon,Aug-30,7:00pm,Canterbury,18,Penrith,24,"S. Lyons, T. De Las Heras",ANZ,13794,2010-08-30 19:00:00,0.0,False,0.36363636363636365,0.5909090909090909,Post
2010,Round 26,Fri,Sep-3,7:35pm,Brisbane,16,Canberra,18,"J. Maxwell, G. Sutton",Suncorp,38872,2010-09-03 19:35:00,0.0,False,0.4782608695652174,0.5217391304347826,Post
2010,Round 26,Fri,Sep-3,7:35pm,Gold Coast Titans,21,Wests Tigers,18,"T. Archer, G. Badger",Skilled Park,26103,2010-09-03 19:35:00,1.0,False,0.6086956521739131,0.6521739130434783,Post
2010,Round 26,Sat,Sep-4,7:30pm,North Queensland,8,Sydney,18,"S. Lyons, B. Suttor",Dairy Farmers,12033,2010-09-04 19:30:00,0.0,False,0.21739130434782608,0.5652173913043478,Post
2010,Round 26,Sat,Sep-4,5:30pm,Parramatta,12,Warriors,26,"M. Cecchin, T. De Las Heras",Parramatta,11383,2010-09-04 17:30:00,0.0,False,0.43478260869565216,0.5652173913043478,Post
2010,Round 26,Sat,Sep-4,7:30pm,Penrith,50,Cronulla,12,"J. Robinson, C. James",CUA Stadium,10997,2010-09-04 19:30:00,1.0,False,0.6086956521739131,0.30434782608695654,Post
2010,Round 26,Sun,Sep-5,3:00pm,Manly Warringah,24,Canterbury,30,"S. Hayne, G. Badger",Brookvale,15933,2010-09-05 15:00:00,0.0,False,0.5217391304347826,0.34782608695652173,Post
2010,Round 26,Sun,Sep-5,2:00pm,Melbourne,34,Newcastle,4,"A. Klein, G. Morris",AAMI Park,20517,2010-09-05 14:00:00,1.0,False,0.5652173913043478,0.43478260869565216,Post
2010,Round 26,Sun,Sep-5,7:00pm,St George Illawarra,38,South Sydney,24,"B. Cummins, A. Shortall",WIN Jubilee,18274,2010-09-05 19:00:00,1.0,False,0.6956521739130435,0.4782608695652174,Post
2010,Qualif Final,Fri,Sep-10,7:45pm,Gold Coast Titans,28,Warriors,16,"T. Archer, G. Badger",Skilled Park,27026,2010-09-10 19:45:00,1.0,False,0.625,0.5833333333333334,Finals
2010,Qualif Final,Sat,Sep-11,8:30pm,Penrith,22,Canberra,24,"B. Cummins, S. Lyons",CUA Stadium,16668,2010-09-11 20:30:00,0.0,False,0.625,0.5416666666666666,Finals
2010,Qualif Final,Sat,Sep-11,6:30pm,Wests Tigers,15,Sydney,19,"S. Hayne, M. Cecchin",SFS,33315,2010-09-11 18:30:00,0.0,False,0.625,0.5833333333333334,Finals
2010,Qualif Final,Sun,Sep-12,4:00pm,St George Illawarra,28,Manly Warringah,0,"J. Maxwell, J. Robinson",WIN Jubilee,15574,2010-09-12 16:00:00,1.0,False,0.7083333333333334,0.5,Finals
2010,Semi Final,Fri,Sep-17,7:45pm,Canberra,24,Wests Tigers,26,"T. Archer, J. Maxwell",Canberra Stadium,26476,2010-09-17 19:45:00,0.0,False,0.56,0.6,Finals
2010,Semi Final,Sat,Sep-18,7:45pm,Sydney,34,Penrith,12,"S. Hayne, B. Cummins",SFS,23459,2010-09-18 19:45:00,1.0,False,0.6,0.6,Finals
2010,Prelim Final,Fri,Sep-24,7:45pm,Gold Coast Titans,6,Sydney,32,"T. Archer, J. Maxwell",Suncorp,44787,2010-09-24 19:45:00,0.0,False,0.64,0.6153846153846154,Finals
2010,Prelim Final,Sat,Sep-25,7:45pm,St George Illawarra,13,Wests Tigers,12,"S. Hayne, B. Cummins",ANZ,71212,2010-09-25 19:45:00,1.0,False,0.72,0.6153846153846154,Finals
2010,Grand Final,Sun,Oct-3,5:15pm,St George Illawarra,32,Sydney,8,"T. Archer, S. Hayne",ANZ,82334,2010-10-03 17:15:00,1.0,False,0.7307692307692307,0.6296296296296297,Finals
2011,Round 1,Fri,Mar-11,7:30pm,Brisbane,14,North Queensland,16,"S. Hayne, G. Sutton",Suncorp,45119,2011-03-11 19:30:00,0.0,False,0.5,0.5,Pre
2011,Round 1,Fri,Mar-11,7:30pm,Sydney,40,South Sydney,29,"T. Archer, A. Shortall",SFS,28703,2011-03-11 19:30:00,1.0,False,0.5,0.5,Pre
2011,Round 1,Sat,Mar-12,6:30pm,Gold Coast Titans,16,St George Illawarra,25,"J. Maxwell, P. Haines",Skilled Park,21709,2011-03-12 18:30:00,0.0,False,0.5,0.5,Pre
2011,Round 1,Sat,Mar-12,7:30pm,Melbourne,18,Manly Warringah,6,"M. Cecchin, G. Reynolds",AAMI Park,14651,2011-03-12 19:30:00,1.0,False,0.5,0.5,Pre
2011,Round 1,Sat,Mar-12,7:30pm,Warriors,18,Parramatta,24,"S. Lyons, C. James",Eden Park,38405,2011-03-12 19:30:00,0.0,False,0.5,0.5,Pre
2011,Round 1,Sun,Mar-13,2:00pm,Canberra,40,Cronulla,12,"A. Klein, A. Devcich",Canberra Stadium,13450,2011-03-13 14:00:00,1.0,False,0.5,0.5,Pre
2011,Round 1,Sun,Mar-13,3:00pm,Penrith,8,Newcastle,42,"B. Cummins, T. De Las Heras",Centrebet,12431,2011-03-13 15:00:00,0.0,False,0.5,0.5,Pre
2011,Round 1,Mon,Mar-14,7:00pm,Canterbury,24,Wests Tigers,14,"G. Badger, B. Suttor",ANZ,26737,2011-03-14 19:00:00,1.0,False,0.5,0.5,Pre
2011,Round 2,Fri,Mar-18,8:30pm,Canberra,4,Brisbane,20,"M. Cecchin, S. Lyons",Canberra Stadium,16146,2011-03-18 20:30:00,0.0,False,1.0,0.0,Pre
2011,Round 2,Fri,Mar-18,7:30pm,Parramatta,6,Penrith,20,"S. Hayne, G. Sutton",Parramatta,15974,2011-03-18 19:30:00,0.0,False,1.0,0.0,Pre
2011,Round 2,Sat,Mar-19,5:30pm,Melbourne,40,Gold Coast Titans,12,"A. Klein, A. Devcich",AAMI Park,12391,2011-03-19 17:30:00,1.0,False,1.0,0.0,Pre
2011,Round 2,Sat,Mar-19,8:30pm,North Queensland,22,Newcastle,34,"J. Maxwell, P. Haines",Dairy Farmers,14061,2011-03-19 20:30:00,0.0,False,1.0,1.0,Pre
2011,Round 2,Sat,Mar-19,7:30pm,Wests Tigers,20,Warriors,12,"T. Archer, A. Shortall",Leichhardt,13161,2011-03-19 19:30:00,1.0,False,0.0,0.0,Pre
2011,Round 2,Sun,Mar-20,2:00pm,South Sydney,19,Canterbury,28,"G. Badger, B. Suttor",ANZ,18271,2011-03-20 14:00:00,0.0,False,0.0,1.0,Pre
2011,Round 2,Sun,Mar-20,3:00pm,Sydney,16,Manly Warringah,27,"B. Cummins, T. De Las Heras",SFS,11016,2011-03-20 15:00:00,0.0,False,1.0,0.0,Pre
2011,Round 2,Mon,Mar-21,7:00pm,Cronulla,16,St George Illawarra,10,"J. Robinson, C. James",Toyota,12183,2011-03-21 19:00:00,1.0,False,0.0,1.0,Pre
2011,Round 3,Fri,Mar-25,7:30pm,Gold Coast Titans,8,Brisbane,14,"G. Badger, B. Suttor",Skilled Park,20226,2011-03-25 19:30:00,0.0,False,0.0,0.5,Pre
2011,Round 3,Fri,Mar-25,7:30pm,Parramatta,18,South Sydney,32,"S. Lyons, M. Cecchin",ANZ,22153,2011-03-25 19:30:00,0.0,False,0.5,0.0,Pre
2011,Round 3,Sat,Mar-26,5:30pm,Penrith,12,Cronulla,44,"J. Maxwell, P. Haines",Centrebet,9275,2011-03-26 17:30:00,0.0,False,0.5,0.5,Pre
2011,Round 3,Sat,Mar-26,6:30pm,Wests Tigers,34,Canberra,24,"J. Robinson, C. James",Campbelltown,14091,2011-03-26 18:30:00,1.0,False,0.5,0.5,Pre
2011,Round 3,Sun,Mar-27,2:00pm,Canterbury,24,Sydney,20,"A. Klein, A. Devcich",ANZ,23723,2011-03-27 14:00:00,1.0,False,1.0,0.5,Pre
2011,Round 3,Sun,Mar-27,3:00pm,Manly Warringah,26,Newcastle,12,"S. Hayne, G. Sutton",Brookvale,13087,2011-03-27 15:00:00,1.0,False,0.5,1.0,Pre
2011,Round 3,Sun,Mar-27,2:00pm,Warriors,12,St George Illawarra,25,"B. Cummins, T. De Las Heras",Mt Smart,11651,2011-03-27 14:00:00,0.0,False,0.0,0.5,Pre
2011,Round 3,Mon,Mar-28,7:00pm,North Queensland,34,Melbourne,6,"T. Archer, A. Shortall",Dairy Farmers,9554,2011-03-28 19:00:00,1.0,False,0.5,1.0,Pre
