Year,Round,Day,Date,Time,Home,H_PTS,Away,A_PTS,Referee/s,Stadium,Crowd,date_time,HomeWin,SOO,Home_w_percent,Away_w_percent,Period
2016,Round 7,Sat,Apr-16,3:00pm,Gold Coast Titans,14,St George Illawarra,19,"G. Badger, C. Butler",CBUS,12215,2016-04-16 15:00:00,0.0,False,0.5,0.3333333333333333,Pre
2016,Round 7,Sun,Apr-17,2:00pm,Canberra,16,Cronulla,40,"G. Sutton, P. Gough",GIO Stadium,12890,2016-04-17 14:00:00,0.0,False,0.5833333333333334,0.6666666666666666,Pre
2016,Round 7,Sun,Apr-17,4:00pm,Wests Tigers,18,Melbourne,19,"A. Klein, A. Gee",Leichhardt,9216,2016-04-17 16:00:00,0.0,False,0.3333333333333333,0.6666666666666666,Pre
2016,Round 7,Mon,Apr-18,7:00pm,Sydney,16,Penrith,20,"J. Maxwell, M. Noyen",Allianz,10117,2016-04-18 19:00:00,0.0,False,0.16666666666666666,0.3333333333333333,Pre
2016,Round 8,Fri,Apr-22,7:50pm,Brisbane,30,South Sydney,8,"J. Maxwell, A. Gee",Suncorp,40275,2016-04-22 19:50:00,1.0,False,0.8571428571428571,0.42857142857142855,Pre
2016,Round 8,Sat,Apr-23,5:30pm,Canberra,60,Wests Tigers,6,"H. Perenara, D. Munro",GIO Stadium,13420,2016-04-23 17:30:00,1.0,False,0.5,0.2857142857142857,Pre
2016,Round 8,Sat,Apr-23,3:00pm,Canterbury,21,Gold Coast Titans,20,"A. Klein, C. James",ANZ,11450,2016-04-23 15:00:00,1.0,False,0.5714285714285714,0.42857142857142855,Pre
2016,Round 8,Sat,Apr-23,7:30pm,North Queensland,32,Parramatta,16,"G. Sutton, P. Gough",1300SMILES,19308,2016-04-23 19:30:00,1.0,False,0.7142857142857143,0.7142857142857143,Pre
2016,Round 8,Sun,Apr-24,4:00pm,Cronulla,20,Penrith,18,"G. Atkins, A. Shortall",Southern Cross,14273,2016-04-24 16:00:00,1.0,False,0.7142857142857143,0.42857142857142855,Pre
2016,Round 8,Mon,Apr-25,7:00pm,Melbourne,42,Warriors,0,"M. Cecchin, G. Reynolds",AAMI Park,21233,2016-04-25 19:00:00,1.0,False,0.7142857142857143,0.42857142857142855,Pre
2016,Round 8,Mon,Apr-25,2:00pm,Newcastle,10,Manly Warringah,26,"G. Badger, C. Sutton",Hunter,19072,2016-04-25 14:00:00,0.0,False,0.21428571428571427,0.42857142857142855,Pre
2016,Round 8,Mon,Apr-25,4:00pm,St George Illawarra,20,Sydney,18,"B. Cummins, A. Devcich",Allianz,34483,2016-04-25 16:00:00,1.0,False,0.42857142857142855,0.14285714285714285,Pre
2016,Round 9,Thu,Apr-28,7:50pm,South Sydney,22,Wests Tigers,30,"A. Klein, M. Noyen",ANZ,11229,2016-04-28 19:50:00,0.0,False,0.375,0.25,Pre
2016,Round 9,Fri,Apr-29,7:50pm,Parramatta,20,Canterbury,12,"J. Maxwell, A. Gee",Pirtek Stadium,31815,2016-04-29 19:50:00,1.0,False,0.625,0.625,Pre
2016,Round 9,Sat,Apr-30,7:30pm,Manly Warringah,18,North Queensland,34,"B. Cummins, C. Sutton",Brookvale,11734,2016-04-30 19:30:00,0.0,False,0.5,0.75,Pre
2016,Round 9,Sat,Apr-30,3:00pm,Penrith,19,Canberra,18,"G. Reynolds, A. Shortall",Carrington,6721,2016-04-30 15:00:00,1.0,False,0.375,0.5625,Pre
2016,Round 9,Sat,Apr-30,5:30pm,Sydney,38,Newcastle,0,"M. Cecchin, D. Munro",Allianz,9502,2016-04-30 17:30:00,1.0,False,0.125,0.1875,Pre
2016,Round 9,Sun,May-1,4:00pm,Cronulla,30,Brisbane,28,"G. Sutton, A. Devcich",Southern Cross,14408,2016-05-01 16:00:00,1.0,False,0.75,0.875,Pre
2016,Round 9,Sun,May-1,2:00pm,Gold Coast Titans,0,Melbourne,38,"G. Atkins, C. James",CBUS,10124,2016-05-01 14:00:00,0.0,False,0.375,0.75,Pre
2016,Round 9,Sun,May-1,2:00pm,Warriors,26,St George Illawarra,10,"G. Badger, C. Butler",Mt Smart,12752,2016-05-01 14:00:00,1.0,False,0.375,0.5,Pre
2016,Round 10,Thu,May-12,7:50pm,St George Illawarra,16,Canberra,12,"A. Klein, A. Gee",WIN Jubilee,9647,2016-05-12 19:50:00,1.0,False,0.4444444444444444,0.5,Pre
2016,Round 10,Fri,May-13,7:50pm,Parramatta,20,South Sydney,22,"B. Cummins, C. Sutton",Pirtek Stadium,16013,2016-05-13 19:50:00,0.0,False,0.6666666666666666,0.3333333333333333,Pre
2016,Round 10,Sat,May-14,7:55pm,Manly Warringah,6,Brisbane,30,"J. Maxwell, G. Reynolds",Suncorp,52347,2016-05-14 19:55:00,0.0,False,0.4444444444444444,0.7777777777777778,Pre
2016,Round 10,Sat,May-14,5:30pm,Melbourne,15,North Queensland,14,"G. Sutton, A. Devcich",Suncorp,52347,2016-05-14 17:30:00,1.0,False,0.7777777777777778,0.7777777777777778,Pre
2016,Round 10,Sat,May-14,5:00pm,Penrith,30,Warriors,18,"M. Cecchin, D. Munro",AMI Stadium,18000,2016-05-14 17:00:00,1.0,False,0.4444444444444444,0.4444444444444444,Pre
2016,Round 10,Sun,May-15,2:00pm,Newcastle,0,Cronulla,62,"H. Perenara, M. Noyen",Hunter,16150,2016-05-15 14:00:00,0.0,False,0.16666666666666666,0.7777777777777778,Pre
2016,Round 10,Sun,May-15,4:00pm,Wests Tigers,4,Canterbury,36,"G. Atkins, A. Shortall",ANZ,20936,2016-05-15 16:00:00,0.0,False,0.3333333333333333,0.5555555555555556,Pre
2016,Round 10,Mon,May-16,7:00pm,Gold Coast Titans,26,Sydney,6,"G. Badger, C. James",CBUS,9363,2016-05-16 19:00:00,1.0,False,0.3333333333333333,0.2222222222222222,Pre
2016,Round 11,Thu,May-19,7:50pm,South Sydney,34,St George Illawarra,24,"M. Cecchin, D. Munro",ANZ,12054,2016-05-19 19:50:00,1.0,False,0.4,0.5,Pre
2016,Round 11,Fri,May-20,7:50pm,North Queensland,19,Brisbane,18,"B. Cummins, C. Sutton",1300SMILES,25163,2016-05-20 19:50:00,1.0,False,0.7,0.8,Pre
2016,Round 11,Sat,May-21,7:30pm,Cronulla,20,Manly Warringah,12,"G. Badger, A. Shortall",Southern Cross,16601,2016-05-21 19:30:00,1.0,False,0.8,0.4,Pre
2016,Round 11,Sat,May-21,7:30pm,Warriors,12,Canberra,38,"G. Atkins, M. Noyen",Yarrow Stadium,12833,2016-05-21 19:30:00,0.0,False,0.4,0.45,Pre
2016,Round 11,Sat,May-21,3:00pm,Wests Tigers,20,Newcastle,12,"G. Sutton, A. Devcich",Campbelltown,8658,2016-05-21 15:00:00,1.0,False,0.3,0.15,Pre
2016,Round 11,Sun,May-22,4:00pm,Canterbury,32,Sydney,20,"J. Maxwell, G. Reynolds",ANZ,17704,2016-05-22 16:00:00,1.0,False,0.6,0.2,Pre
2016,Round 11,Sun,May-22,2:00pm,Penrith,24,Gold Coast Titans,28,"H. Perenara, C. James",Pepper Stadium,11210,2016-05-22 14:00:00,0.0,False,0.5,0.4,Pre
2016,Round 11,Mon,May-23,7:00pm,Parramatta,6,Melbourne,18,"A. Klein, A. Gee",Pirtek Stadium,8941,2016-05-23 19:00:00,0.0,False,0.6,0.8,Pre
2016,Round 12,Fri,May-27,7:30pm,Brisbane,18,Wests Tigers,19,"M. Cecchin, G. Badger",Suncorp,27153,2016-05-27 19:30:00,0.0,True,0.7272727272727273,0.36363636363636365,Origin
2016,Round 12,Sat,May-28,7:30pm,St George Illawarra,14,North Queensland,10,"G. Atkins, A. Shortall",WIN Stadium,10032,2016-05-28 19:30:00,1.0,True,0.45454545454545453,0.7272727272727273,Origin
2016,Round 12,Sun,May-29,4:00pm,Canberra,32,Canterbury,20,"A. Klein, A. Gee",GIO Stadium,13907,2016-05-29 16:00:00,1.0,True,0.5,0.6363636363636364,Origin
2016,Round 12,Mon,May-30,7:30pm,Newcastle,18,Parramatta,20,"H. Perenara, G. Reynolds",Hunter,12856,2016-05-30 19:30:00,0.0,True,0.13636363636363635,0.5454545454545454,Origin
2016,Round 13,Fri,Jun-3,7:50pm,Canberra,30,Manly Warringah,18,"J. Maxwell, A. Gee",GIO Stadium,9157,2016-06-03 19:50:00,1.0,True,0.5416666666666666,0.36363636363636365,Origin
2016,Round 13,Sat,Jun-4,7:30pm,Melbourne,24,Penrith,6,"M. Cecchin, C. Butler",AAMI Park,11116,2016-06-04 19:30:00,1.0,True,0.8181818181818182,0.45454545454545453,Origin
2016,Round 13,Sat,Jun-4,5:30pm,North Queensland,46,Newcastle,16,"G. Badger, C. Sutton",1300SMILES,14651,2016-06-04 17:30:00,1.0,True,0.6666666666666666,0.125,Origin
2016,Round 13,Sat,Jun-4,5:00pm,Warriors,36,Brisbane,18,"H. Perenara, C. James",Mt Smart,15097,2016-06-04 17:00:00,1.0,True,0.36363636363636365,0.6666666666666666,Origin
2016,Round 13,Sun,Jun-5,4:30pm,South Sydney,28,Gold Coast Titans,29,"G. Atkins, A. Shortall",nib Stadium,13142,2016-06-05 16:30:00,0.0,True,0.45454545454545453,0.45454545454545453,Origin
2016,Round 13,Sun,Jun-5,4:00pm,Sydney,32,Wests Tigers,18,"A. Klein, G. Reynolds",Allianz,3622,2016-06-05 16:00:00,1.0,True,0.18181818181818182,0.4166666666666667,Origin
2016,Round 13,Mon,Jun-6,7:00pm,Canterbury,18,Cronulla,20,"B. Cummins, M. Noyen",ANZ,10081,2016-06-06 19:00:00,0.0,True,0.5833333333333334,0.8181818181818182,Origin
2016,Round 14,Thu,Jun-9,7:50pm,Brisbane,26,Canberra,18,"A. Klein, H. Perenara",Suncorp,25021,2016-06-09 19:50:00,1.0,True,0.6153846153846154,0.5769230769230769,Origin
2016,Round 14,Fri,Jun-10,7:50pm,Wests Tigers,30,South Sydney,14,"M. Cecchin, M. Noyen",ANZ,14490,2016-06-10 19:50:00,1.0,True,0.38461538461538464,0.4166666666666667,Origin
2016,Round 14,Sat,Jun-11,3:00pm,Newcastle,14,Warriors,50,"D. Munro, A. Shortall",Hunter,12222,2016-06-11 15:00:00,0.0,True,0.11538461538461539,0.4166666666666667,Origin
2016,Round 14,Sat,Jun-11,5:00pm,Parramatta,22,Gold Coast Titans,12,"G. Badger, C. Butler",TIO Stadium,7722,2016-06-11 17:00:00,1.0,True,0.5833333333333334,0.5,Origin
2016,Round 14,Sat,Jun-11,7:30pm,Sydney,0,Melbourne,46,"B. Cummins, C. Sutton",Allianz,8499,2016-06-11 19:30:00,0.0,True,0.25,0.8333333333333334,Origin
2016,Round 14,Sun,Jun-12,4:00pm,Manly Warringah,24,Penrith,31,"G. Atkins, G. Reynolds",Brookvale,12463,2016-06-12 16:00:00,0.0,True,0.3333333333333333,0.4166666666666667,Origin
2016,Round 14,Mon,Jun-13,7:00pm,Cronulla,13,North Queensland,10,"G. Sutton, A. Gee",Southern Cross,13119,2016-06-13 19:00:00,1.0,True,0.8333333333333334,0.6923076923076923,Origin
2016,Round 14,Mon,Jun-13,4:00pm,St George Illawarra,16,Canterbury,34,"J. Maxwell, C. James",ANZ,20153,2016-06-13 16:00:00,0.0,True,0.5,0.5384615384615384,Origin
2016,Round 15,Fri,Jun-17,7:50pm,South Sydney,12,Parramatta,30,"A. Klein, G. Badger",ANZ,11860,2016-06-17 19:50:00,0.0,True,0.38461538461538464,0.6153846153846154,Origin
2016,Round 15,Sat,Jun-18,7:30pm,St George Illawarra,20,Melbourne,10,"M. Cecchin, G. Atkins",WIN Stadium,7568,2016-06-18 19:30:00,1.0,True,0.46153846153846156,0.8461538461538461,Origin
2016,Round 15,Sun,Jun-19,6:00pm,Warriors,12,Sydney,10,"J. Maxwell, C. James",Mt Smart,14026,2016-06-19 18:00:00,1.0,True,0.46153846153846156,0.23076923076923078,Origin
2016,Round 15,Mon,Jun-20,7:00pm,Gold Coast Titans,30,Manly Warringah,10,"H. Perenara, A. Shortall",CBUS,8278,2016-06-20 19:00:00,1.0,True,0.46153846153846156,0.3076923076923077,Origin
2016,Round 16,Fri,Jun-24,7:50pm,Penrith,28,South Sydney,26,"G. Badger, C. Sutton",Pepper Stadium,13080,2016-06-24 19:50:00,1.0,True,0.46153846153846156,0.35714285714285715,Origin
2016,Round 16,Sat,Jun-25,7:30pm,Canterbury,40,Brisbane,14,"A. Klein, H. Perenara",ANZ,15106,2016-06-25 19:30:00,1.0,True,0.5714285714285714,0.6428571428571429,Origin
2016,Round 16,Sat,Jun-25,5:30pm,Cronulla,19,Warriors,18,"G. Atkins, M. Noyen",Southern Cross,12074,2016-06-25 17:30:00,1.0,True,0.8461538461538461,0.5,Origin
2016,Round 16,Sat,Jun-25,3:00pm,Newcastle,18,St George Illawarra,30,"D. Munro, G. Reynolds",Hunter,13777,2016-06-25 15:00:00,0.0,True,0.10714285714285714,0.5,Origin
2016,Round 16,Sun,Jun-26,2:00pm,Gold Coast Titans,22,Canberra,30,"G. Sutton, C. James",CBUS,12645,2016-06-26 14:00:00,0.0,True,0.5,0.5357142857142857,Origin
2016,Round 16,Sun,Jun-26,4:00pm,Melbourne,29,Wests Tigers,20,"J. Maxwell, A. Gee",AAMI Park,14412,2016-06-26 16:00:00,1.0,True,0.7857142857142857,0.42857142857142855,Origin
2016,Round 16,Mon,Jun-27,7:00pm,North Queensland,30,Manly Warringah,26,"M. Cecchin, C. Butler",1300SMILES,15854,2016-06-27 19:00:00,1.0,True,0.6428571428571429,0.2857142857142857,Origin
2016,Round 17,Thu,Jun-30,7:50pm,Sydney,20,Canterbury,24,"G. Atkins, A. Shortall",Allianz,7741,2016-06-30 19:50:00,0.0,True,0.21428571428571427,0.6,Origin
2016,Round 17,Fri,Jul-1,7:50pm,Brisbane,6,Melbourne,48,"B. Cummins, M. Noyen",Suncorp,44519,2016-07-01 19:50:00,0.0,True,0.6,0.8,Origin
2016,Round 17,Sat,Jul-2,7:30pm,Cronulla,34,Parramatta,24,"A. Klein, A. Gee",Southern Cross,19142,2016-07-02 19:30:00,1.0,True,0.8571428571428571,0.6428571428571429,Origin
2016,Round 17,Sat,Jul-2,5:00pm,Warriors,27,Gold Coast Titans,18,"M. Cecchin, C. James",Mt Smart,15107,2016-07-02 17:00:00,1.0,True,0.4666666666666667,0.4666666666666667,Origin
2016,Round 17,Sat,Jul-2,5:30pm,Wests Tigers,34,Penrith,26,"D. Munro, G. Reynolds",ANZ,10582,2016-07-02 17:30:00,1.0,True,0.4,0.5,Origin
2016,Round 17,Sun,Jul-3,2:00pm,Canberra,29,Newcastle,25,"J. Maxwell, C. Sutton",GIO Stadium,9731,2016-07-03 14:00:00,1.0,True,0.5666666666666667,0.1,Origin
2016,Round 17,Sun,Jul-3,4:00pm,South Sydney,0,North Queensland,20,"G. Sutton, P. Gough",Barlow Park,14923,2016-07-03 16:00:00,0.0,True,0.3333333333333333,0.6666666666666666,Origin
2016,Round 17,Mon,Jul-4,7:00pm,Manly Warringah,36,St George Illawarra,6,"G. Badger, H. Perenara",Brookvale,9048,2016-07-04 19:00:00,1.0,True,0.26666666666666666,0.5333333333333333,Origin
2016,Round 18,Fri,Jul-8,7:50pm,Parramatta,22,Sydney,18,"M. Cecchin, G. Badger",Pirtek Stadium,8464,2016-07-08 19:50:00,1.0,True,0.6,0.2,Origin
2016,Round 18,Sat,Jul-9,7:30pm,Canterbury,32,Wests Tigers,22,"A. Klein, C. James",ANZ,16212,2016-07-09 19:30:00,1.0,True,0.625,0.4375,Origin
2016,Round 18,Sun,Jul-10,4:00pm,Penrith,10,Cronulla,26,"J. Maxwell, H. Perenara",Pepper Stadium,12682,2016-07-10 16:00:00,0.0,True,0.4666666666666667,0.8666666666666667,Origin
2016,Round 18,Mon,Jul-11,7:00pm,Canberra,26,North Queensland,12,"G. Atkins, A. Shortall",GIO Stadium,8328,2016-07-11 19:00:00,1.0,True,0.59375,0.6875,Origin
2016,Round 19,Fri,Jul-15,7:50pm,St George Illawarra,12,Gold Coast Titans,32,"M. Cecchin, M. Noyen",WIN Jubilee,8256,2016-07-15 19:50:00,0.0,True,0.5,0.4375,Origin
2016,Round 19,Sat,Jul-16,3:30pm,Manly Warringah,15,Warriors,14,"G. Badger, C. James",nib Stadium,11109,2016-07-16 15:30:00,1.0,True,0.3125,0.5,Origin
2016,Round 19,Sat,Jul-16,7:30pm,South Sydney,10,Brisbane,30,"J. Maxwell, A. Gee",ANZ,13111,2016-07-16 19:30:00,0.0,True,0.3125,0.5625,Origin
2016,Round 19,Sun,Jul-17,2:00pm,Newcastle,16,Melbourne,20,"H. Perenara, G. Reynolds",Hunter,10748,2016-07-17 14:00:00,0.0,True,0.09375,0.8125,Origin
2016,Round 19,Sun,Jul-17,4:00pm,Penrith,22,Parramatta,18,"B. Cummins, A. Shortall",Pepper Stadium,15251,2016-07-17 16:00:00,1.0,True,0.4375,0.625,Origin
2016,Round 19,Mon,Jul-18,7:00pm,Sydney,20,Cronulla,32,"A. Klein, D. Munro",Allianz,9276,2016-07-18 19:00:00,0.0,True,0.1875,0.875,Origin
2016,Round 20,Thu,Jul-21,7:50pm,North Queensland,36,Canterbury,0,"J. Maxwell, G. Reynolds",1300SMILES,11630,2016-07-21 19:50:00,1.0,False,0.6470588235294118,0.6470588235294118,Post
2016,Round 20,Fri,Jul-22,7:50pm,Brisbane,12,Penrith,31,"M. Noyen, M. Cecchin",Suncorp,30878,2016-07-22 19:50:00,0.0,False,0.5882352941176471,0.47058823529411764,Post
2016,Round 20,Sat,Jul-23,3:00pm,Canberra,26,Warriors,22,"C. Sutton, C. James",GIO Stadium,9471,2016-07-23 15:00:00,1.0,False,0.6176470588235294,0.47058823529411764,Post
2016,Round 20,Sat,Jul-23,5:30pm,Gold Coast Titans,34,Parramatta,14,"G. Atkins, C. Sutton",CBUS,15273,2016-07-23 17:30:00,1.0,False,0.47058823529411764,0.5882352941176471,Post
2016,Round 20,Sat,Jul-23,7:30pm,Melbourne,26,Sydney,10,"G. Badger, A. Devcich",AAMI Park,12604,2016-07-23 19:30:00,1.0,False,0.8235294117647058,0.17647058823529413,Post
2016,Round 20,Sun,Jul-24,2:00pm,Cronulla,36,Newcastle,4,"D. Munro, A. Shortall",Southern Cross,16882,2016-07-24 14:00:00,1.0,False,0.8823529411764706,0.08823529411764706,Post
2016,Round 20,Sun,Jul-24,4:00pm,St George Illawarra,12,Wests Tigers,25,"A. Klein, A. Gee",ANZ,15087,2016-07-24 16:00:00,0.0,False,0.47058823529411764,0.4117647058823529,Post
2016,Round 20,Mon,Jul-25,7:00pm,South Sydney,12,Manly Warringah,20,"H. Perenara, C. Butler",Allianz,8273,2016-07-25 19:00:00,0.0,False,0.29411764705882354,0.35294117647058826,Post
2016,Round 21,Thu,Jul-28,7:50pm,Sydney,32,Brisbane,16,"A. Klein, A. Gee",Allianz,6308,2016-07-28 19:50:00,1.0,False,0.16666666666666666,0.5555555555555556,Post
2016,Round 21,Fri,Jul-29,7:50pm,Canterbury,13,St George Illawarra,10,"M. Cecchin, C. James",ANZ,15008,2016-07-29 19:50:00,1.0,False,0.6111111111111112,0.4444444444444444,Post
2016,Round 21,Sat,Jul-30,7:30pm,North Queensland,8,Melbourne,16,"B. Cummins, D. Munro",1300SMILES,20256,2016-07-30 19:30:00,0.0,False,0.6666666666666666,0.8333333333333334,Post
2016,Round 21,Sat,Jul-30,5:30pm,Parramatta,8,Wests Tigers,23,"H. Perenara, C. Butler",ANZ,14428,2016-07-30 17:30:00,0.0,False,0.5555555555555556,0.4444444444444444,Post
2016,Round 21,Sat,Jul-30,5:00pm,Warriors,20,Penrith,16,"G. Atkins, C. Sutton",Mt Smart,13026,2016-07-30 17:00:00,1.0,False,0.4444444444444444,0.5,Post
2016,Round 21,Sun,Jul-31,4:00pm,Manly Warringah,36,Newcastle,16,"G. Badger, A. Devcich",Brookvale,11222,2016-07-31 16:00:00,1.0,False,0.3888888888888889,0.08333333333333333,Post
2016,Round 21,Sun,Jul-31,2:00pm,South Sydney,4,Canberra,54,"J. Maxwell, G. Reynolds",ANZ,10076,2016-07-31 14:00:00,0.0,False,0.2777777777777778,0.6388888888888888,Post
2016,Round 21,Mon,Aug-1,7:00pm,Gold Coast Titans,18,Cronulla,18,"G. Sutton, A. Shortall",CBUS,14918,2016-08-01 19:00:00,0.5,False,0.5,0.8888888888888888,Post
2016,Round 22,Thu,Aug-4,7:50pm,St George Illawarra,8,Brisbane,12,"B. Cummins, D. Munro",WIN Stadium,5662,2016-08-04 19:50:00,0.0,False,0.42105263157894735,0.5263157894736842,Post
2016,Round 22,Fri,Aug-5,7:50pm,Parramatta,10,Manly Warringah,9,"M. Cecchin, C. James",Pirtek Stadium,8143,2016-08-05 19:50:00,1.0,False,0.5263157894736842,0.42105263157894735,Post
2016,Round 22,Sat,Aug-6,5:30pm,Cronulla,14,Canberra,30,"A. Klein, A. Gee",Southern Cross,15133,2016-08-06 17:30:00,0.0,False,0.868421052631579,0.6578947368421053,Post
2016,Round 22,Sat,Aug-6,7:30pm,Melbourne,15,South Sydney,14,"G. Atkins, C. Sutton",AAMI Park,13569,2016-08-06 19:30:00,1.0,False,0.8421052631578947,0.2631578947368421,Post
2016,Round 22,Sat,Aug-6,3:00pm,Newcastle,14,Canterbury,28,"H. Perenara, C. Butler",Hunter,13318,2016-08-06 15:00:00,0.0,False,0.07894736842105263,0.631578947368421,Post
2016,Round 22,Sun,Aug-7,2:00pm,Gold Coast Titans,14,Warriors,24,"J. Maxwell, G. Reynolds",CBUS,25109,2016-08-07 14:00:00,0.0,False,0.5,0.47368421052631576,Post
2016,Round 22,Sun,Aug-7,4:00pm,Wests Tigers,26,North Queensland,14,"G. Sutton, A. Shortall",Leichhardt,14246,2016-08-07 16:00:00,1.0,False,0.47368421052631576,0.631578947368421,Post
2016,Round 22,Mon,Aug-8,7:00pm,Penrith,38,Sydney,18,"G. Badger, A. Devcich",Pepper Stadium,9653,2016-08-08 19:00:00,1.0,False,0.47368421052631576,0.21052631578947367,Post
2016,Round 23,Thu,Aug-11,7:50pm,Canterbury,20,Manly Warringah,16,"A. Klein, A. Gee",ANZ,10290,2016-08-11 19:50:00,1.0,False,0.65,0.4,Post
2016,Round 23,Fri,Aug-12,7:50pm,Brisbane,38,Parramatta,16,"G. Atkins, A. Shortall",Suncorp,30189,2016-08-12 19:50:00,1.0,False,0.55,0.55,Post
2016,Round 23,Sat,Aug-13,7:30pm,St George Illawarra,32,Cronulla,18,"G. Sutton, C. Butler",WIN Jubilee,13167,2016-08-13 19:30:00,1.0,False,0.4,0.825,Post
2016,Round 23,Sat,Aug-13,7:30pm,Warriors,22,South Sydney,41,"H. Perenara, C. James",Mt Smart,17409,2016-08-13 19:30:00,0.0,False,0.5,0.25,Post
2016,Round 23,Sat,Aug-13,3:00pm,Wests Tigers,18,Gold Coast Titans,19,"B. Cummins, G. Badger",Campbelltown,16783,2016-08-13 15:00:00,0.0,False,0.5,0.475,Post
2016,Round 23,Sun,Aug-14,2:00pm,Newcastle,6,Penrith,42,"D. Munro, A. Devcich",Hunter,13771,2016-08-14 14:00:00,0.0,False,0.075,0.5,Post
2016,Round 23,Sun,Aug-14,4:00pm,Sydney,22,North Queensland,10,"J. Maxwell, G. Reynolds",Allianz,8760,2016-08-14 16:00:00,1.0,False,0.2,0.6,Post
2016,Round 23,Mon,Aug-15,7:00pm,Canberra,22,Melbourne,8,"M. Cecchin, C. Sutton",GIO Stadium,15707,2016-08-15 19:00:00,1.0,False,0.675,0.85,Post
2016,Round 24,Thu,Aug-18,7:50pm,Brisbane,20,Canterbury,10,"G. Sutton, C. Butler",Suncorp,27746,2016-08-18 19:50:00,1.0,False,0.5714285714285714,0.6666666666666666,Post
2016,Round 24,Fri,Aug-19,7:50pm,Penrith,40,Wests Tigers,10,"J. Maxwell, G. Reynolds",Pepper Stadium,14876,2016-08-19 19:50:00,1.0,False,0.5238095238095238,0.47619047619047616,Post
2016,Round 24,Sat,Aug-20,5:30pm,Manly Warringah,18,Melbourne,38,"H. Perenara, C. James",Brookvale,8241,2016-08-20 17:30:00,0.0,False,0.38095238095238093,0.8095238095238095,Post
2016,Round 24,Sat,Aug-20,3:00pm,Newcastle,6,Gold Coast Titans,26,"G. Atkins, C. Sutton",Hunter,10960,2016-08-20 15:00:00,0.0,False,0.07142857142857142,0.5,Post
2016,Round 24,Sat,Aug-20,7:30pm,North Queensland,34,Warriors,6,"A. Klein, A. Gee",1300SMILES,15676,2016-08-20 19:30:00,1.0,False,0.5714285714285714,0.47619047619047616,Post
2016,Round 24,Sun,Aug-21,2:00pm,Canberra,28,Parramatta,18,"D. Munro, A. Shortall",GIO Stadium,18825,2016-08-21 14:00:00,1.0,False,0.6904761904761905,0.5238095238095238,Post
2016,Round 24,Sun,Aug-21,4:00pm,Sydney,42,St George Illawarra,6,"M. Cecchin, T. Roby",Allianz,11486,2016-08-21 16:00:00,1.0,False,0.23809523809523808,0.42857142857142855,Post
2016,Round 24,Mon,Aug-22,7:00pm,South Sydney,12,Cronulla,6,"B. Cummins, G. Badger",ANZ,7588,2016-08-22 19:00:00,1.0,False,0.2857142857142857,0.7857142857142857,Post
2016,Round 25,Thu,Aug-25,7:50pm,Canterbury,16,North Queensland,24,"J. Maxwell, C. James",Belmore,10144,2016-08-25 19:50:00,0.0,False,0.6363636363636364,0.5909090909090909,Post
2016,Round 25,Fri,Aug-26,7:50pm,Melbourne,16,Brisbane,26,"A. Klein, G. Badger",AAMI Park,20263,2016-08-26 19:50:00,0.0,False,0.8181818181818182,0.5909090909090909,Post
2016,Round 25,Sat,Aug-27,7:30pm,Cronulla,37,Sydney,12,"M. Cecchin, D. Munro",Southern Cross,14457,2016-08-27 19:30:00,1.0,False,0.75,0.2727272727272727,Post
2016,Round 25,Sat,Aug-27,5:30pm,Gold Coast Titans,14,Penrith,15,"G. Atkins, C. Sutton",CBUS,18288,2016-08-27 17:30:00,0.0,False,0.5227272727272727,0.5454545454545454,Post
2016,Round 25,Sat,Aug-27,3:00pm,Manly Warringah,30,Canberra,44,"B. Cummins, T. Roby",Brookvale,11137,2016-08-27 15:00:00,0.0,False,0.36363636363636365,0.7045454545454546,Post
2016,Round 25,Sun,Aug-28,4:00pm,Newcastle,12,South Sydney,34,"H. Perenara, J. Stone",Hunter,15212,2016-08-28 16:00:00,0.0,False,0.06818181818181818,0.3181818181818182,Post
2016,Round 25,Sun,Aug-28,4:00pm,Warriors,24,Wests Tigers,36,"G. Sutton, A. Shortall",Mt Smart,14020,2016-08-28 16:00:00,0.0,False,0.45454545454545453,0.45454545454545453,Post
2016,Round 25,Mon,Aug-29,7:00pm,Parramatta,30,St George Illawarra,18,"A. Gee, G. Reynolds",Pirtek Stadium,13553,2016-08-29 19:00:00,1.0,False,0.5,0.4090909090909091,Post
2016,Round 26,Thu,Sep-1,7:50pm,Brisbane,24,Sydney,14,"B. Cummins, G. Atkins",Suncorp,37566,2016-09-01 19:50:00,1.0,False,0.6086956521739131,0.2608695652173913,Post
2016,Round 26,Fri,Sep-2,7:50pm,Canterbury,10,South Sydney,28,"A. Klein, G. Badger",ANZ,14731,2016-09-02 19:50:00,0.0,False,0.6086956521739131,0.34782608695652173,Post
2016,Round 26,Sat,Sep-3,7:30pm,Melbourne,26,Cronulla,6,"G. Sutton, A. Shortall",AAMI Park,24135,2016-09-03 19:30:00,1.0,False,0.782608695652174,0.7608695652173914,Post
2016,Round 26,Sat,Sep-3,5:30pm,North Queensland,32,Gold Coast Titans,16,"M. Cecchin, D. Munro",1300SMILES,21495,2016-09-03 17:30:00,1.0,False,0.6086956521739131,0.5,Post
